timestamp,tps,rows_s,lat_99
70,17999.29,17999.29,5.88
80,18014.82,18014.82,6.21
90,17996.52,17996.52,5.57
100,17943.77,17943.77,5.57
110,17954.43,17954.43,5.57
120,17956.06,17956.06,6.79
130,18008.94,18008.94,5.57
140,17986.64,17986.64,6.21
150,17963.03,17963.03,5.99
160,18063.63,18063.63,5.57
170,18024.25,18024.25,5.99
180,17932.94,17932.94,10.65
190,18048.81,18048.81,6.21
200,18002.60,18002.60,5.57
210,17926.89,17926.89,6.09
220,18049.90,18049.90,6.32
230,17945.89,17945.89,7.17
240,18048.77,18048.77,6.67
250,18008.83,18008.83,5.88
260,17983.41,17983.41,5.67
270,17964.71,17964.71,5.67
280,18081.39,18081.39,6.43
290,18036.61,18036.61,6.21
300,17956.74,17956.74,8.13
310,18053.63,18053.63,5.77
320,18086.61,18086.61,6.21
330,18003.28,18003.28,5.37
340,17953.18,17953.18,5.77
350,17961.87,17961.87,6.09
360,18043.78,18043.78,5.77
370,17906.10,17906.10,5.47
380,17994.41,17994.41,5.57
390,17902.73,17902.73,5.37
400,18016.05,18016.05,5.37
410,18013.82,18013.82,6.09
420,17927.90,17927.90,5.57
430,17934.91,17934.91,5.47
440,17985.46,17985.46,5.67
450,17945.74,17945.74,5.47
460,18000.51,18000.51,5.57
470,17929.95,17929.95,5.57
480,17986.81,17986.81,5.57
490,18031.48,18031.48,5.47
500,18039.61,18039.61,5.67
510,17911.07,17911.07,5.77
520,17957.97,17957.97,5.57
530,17933.50,17933.50,5.77
540,17993.72,17993.72,5.37
550,18056.48,18056.48,5.37
560,18014.09,18014.09,5.28
570,17929.43,17929.43,5.77
580,18025.74,18025.74,6.09
590,17998.46,17998.46,5.88
600,18012.28,18012.28,5.57
610,18007.77,18007.77,5.47
620,18060.10,18060.10,5.47
630,17924.87,17924.87,5.47
640,18005.01,18005.01,5.67
650,18055.00,18055.00,6.21
660,17983.40,17983.40,6.91
