timestamp,tps,rows_s,lat_99
70,18022.47,18022.47,4.25
80,17980.93,17980.93,4.25
90,17984.22,17984.22,4.18
100,17935.56,17935.56,4.18
110,17971.59,17971.59,4.33
120,18044.22,18044.22,4.65
130,18099.03,18099.03,4.49
140,17984.58,17984.58,4.33
150,18044.38,18044.38,4.25
160,17946.69,17946.69,4.25
170,17980.73,17980.73,4.25
180,17969.21,17969.21,4.41
190,18042.25,18042.25,4.65
200,17939.02,17939.02,4.41
210,17994.42,17994.42,4.49
220,17967.74,17967.74,4.49
230,18048.13,18048.13,4.74
240,17952.22,17952.22,4.49
250,17982.03,17982.03,4.65
260,17959.98,17959.98,4.82
270,17961.38,17961.38,4.65
280,18003.54,18003.54,4.41
290,17940.23,17940.23,4.91
300,17927.57,17927.57,4.41
310,17994.11,17994.11,4.57
320,18017.84,18017.84,4.33
330,18055.46,18055.46,4.41
340,17927.38,17927.38,4.41
350,18012.24,18012.24,4.57
360,18032.27,18032.27,4.49
370,18019.45,18019.45,4.49
380,17979.04,17979.04,4.33
390,18039.78,18039.78,4.41
400,17950.02,17950.02,4.65
410,17951.81,17951.81,4.65
420,17968.27,17968.27,4.49
430,17953.55,17953.55,4.33
440,18001.15,18001.15,4.33
450,18007.49,18007.49,4.41
460,18000.51,18000.51,4.41
470,18051.94,18051.94,4.41
480,18008.07,18008.07,4.33
490,18059.18,18059.18,4.33
500,18017.84,18017.84,4.33
510,18001.84,18001.84,4.25
520,18000.33,18000.33,4.49
530,17999.06,17999.06,4.41
540,17984.86,17984.86,4.57
550,17959.49,17959.49,4.91
560,17968.18,17968.18,4.49
570,17990.72,17990.72,4.74
580,17968.58,17968.58,4.91
590,18001.29,18001.29,4.49
600,18019.11,18019.11,4.49
610,17957.81,17957.81,4.33
620,18008.60,18008.60,4.25
630,17972.88,17972.88,4.41
640,18044.78,18044.78,4.65
650,18038.29,18038.29,4.49
660,17994.70,17994.70,4.49
