timestamp,tps,rows_s,lat_99
70,18079.66,18079.66,5.37
80,17964.70,17964.70,5.57
90,17935.80,17935.80,5.47
100,18021.07,18021.07,5.99
110,17949.81,17949.81,5.67
120,18071.12,18071.12,6.43
130,18027.87,18027.87,5.67
140,18009.15,18009.15,5.99
150,18015.67,18015.67,6.55
160,18017.40,18017.40,5.77
170,17996.80,17996.80,5.57
180,18069.13,18069.13,5.67
190,17931.85,17931.85,5.57
200,18016.31,18016.31,6.09
210,17935.44,17935.44,6.21
220,17995.45,17995.45,5.77
230,18031.37,18031.37,5.67
240,17999.50,17999.50,5.67
250,17873.72,17873.72,5.37
260,18038.87,18038.87,5.37
270,18032.00,18032.00,5.57
280,18000.84,18000.84,5.77
290,17967.17,17967.17,5.57
300,17967.99,17967.99,5.88
310,17970.68,17970.68,5.67
320,17989.78,17989.78,6.21
330,18028.25,18028.25,5.77
340,17924.06,17924.06,5.99
350,17999.34,17999.34,6.09
360,17974.99,17974.99,5.77
370,17997.81,17997.81,5.77
380,17994.94,17994.94,5.99
390,17974.45,17974.45,5.88
400,17975.97,17975.97,5.67
410,17917.52,17917.52,5.67
420,17988.78,17988.78,5.47
430,18033.74,18033.74,5.47
440,18013.89,18013.89,5.57
450,17926.02,17926.02,5.88
460,18047.37,18047.37,5.88
470,17970.65,17970.65,6.09
480,17929.62,17929.62,5.57
490,17980.35,17980.35,5.88
500,18039.08,18039.08,6.43
510,17966.40,17966.40,6.79
520,18003.41,18003.41,5.99
530,18021.98,18021.98,5.77
540,18026.44,18026.44,5.67
550,18090.75,18090.75,5.57
560,18061.66,18061.66,5.77
570,17995.89,17995.89,5.99
580,18017.63,18017.63,6.32
590,18004.70,18004.70,5.77
600,18006.12,18006.12,5.99
610,17962.83,17962.83,5.88
620,18104.99,18104.99,87.56
630,18067.69,18067.69,5.67
640,18001.97,18001.97,6.09
650,18111.52,18111.52,5.99
660,17934.29,17934.29,5.77
