timestamp,tps,rows_s,lat_99
70,27504.91,27504.91,7.30
80,27097.28,27097.28,7.70
90,27493.19,27493.19,7.30
100,27545.88,27545.88,7.04
110,27343.27,27343.27,7.43
120,26815.06,26815.06,7.70
130,27006.63,27006.63,7.70
140,27805.91,27805.91,7.17
150,27284.85,27284.85,7.56
160,26931.80,26931.80,8.43
170,26876.12,26876.12,7.70
180,27677.60,27677.60,7.30
190,27383.00,27383.00,7.56
200,24209.78,24209.78,8.13
210,23241.62,23241.62,9.06
220,24163.13,24163.13,7.98
230,24216.37,24216.37,8.28
240,23602.43,23602.43,8.90
250,23588.18,23588.18,8.58
260,23778.39,23778.39,8.28
270,23394.15,23394.15,8.90
280,24003.96,24003.96,8.13
290,23693.51,23693.51,8.43
300,23771.08,23771.08,8.13
310,24027.15,24027.15,8.28
320,24490.07,24490.07,7.98
330,24406.42,24406.42,8.43
340,24660.31,24660.31,8.28
350,24493.33,24493.33,8.28
360,24647.04,24647.04,8.28
