timestamp,tps,rows_s,lat_99
70,18043.93,18043.93,5.99
80,18036.99,18036.99,5.88
90,17954.88,17954.88,6.09
100,18014.75,18014.75,6.32
110,18037.68,18037.68,8.13
120,17954.78,17954.78,6.32
130,17974.60,17974.60,6.21
140,17999.64,17999.64,5.99
150,18014.36,18014.36,5.77
160,17981.03,17981.03,6.32
170,17984.70,17984.70,6.09
180,18078.46,18078.46,6.67
190,17944.26,17944.26,7.04
200,18016.97,18016.97,5.99
210,17987.80,17987.80,5.99
220,17980.22,17980.22,7.17
230,18060.67,18060.67,6.21
240,18033.27,18033.27,50.11
250,18021.34,18021.34,6.09
260,17994.56,17994.56,5.77
270,18045.36,18045.36,7.04
280,18000.09,18000.09,6.43
290,18059.89,18059.89,8.90
300,18023.18,18023.18,10.27
310,17902.64,17902.64,12.75
320,18001.12,18001.12,5.99
330,18015.63,18015.63,6.79
340,17972.05,17972.05,6.09
350,18005.28,18005.28,6.43
360,18023.45,18023.45,6.43
