timestamp,tps,rows_s,lat_99
70,24187.03,24187.03,8.90
80,24175.27,24175.27,8.28
90,24917.31,24917.31,7.98
100,24526.29,24526.29,8.43
110,24048.34,24048.34,8.74
120,24129.66,24129.66,8.43
130,24291.96,24291.96,8.28
140,24485.17,24485.17,8.13
150,24095.63,24095.63,8.43
160,23719.06,23719.06,8.74
170,24883.08,24883.08,8.28
180,24499.41,24499.41,8.43
190,25130.76,25130.76,8.13
200,25407.56,25407.56,7.98
210,25149.56,25149.56,8.13
220,24552.16,24552.16,8.58
230,24892.54,24892.54,8.28
240,24554.69,24554.69,8.43
250,25503.91,25503.91,7.84
260,25316.73,25316.73,8.28
270,24995.92,24995.92,8.74
280,25092.68,25092.68,8.28
290,23384.08,23384.08,10.09
300,24576.55,24576.55,8.74
310,25420.90,25420.90,7.98
320,24866.94,24866.94,8.58
330,24127.02,24127.02,9.39
340,24468.68,24468.68,8.43
350,25778.01,25778.01,7.98
360,25352.59,25352.59,8.28
