timestamp,tps,rows_s,lat_99
70,18012.81,18012.81,4.49
80,18007.94,18007.94,4.57
90,17997.71,17997.71,4.49
100,18002.87,18002.87,4.57
110,17984.62,17984.62,4.49
120,17979.37,17979.37,4.57
130,17978.06,17978.06,4.65
140,17975.90,17975.90,4.41
150,17979.32,17979.32,4.57
160,18084.55,18084.55,4.74
170,17993.61,17993.61,4.57
180,18009.97,18009.97,4.57
190,17970.21,17970.21,5.28
200,18030.82,18030.82,4.91
210,18097.89,18097.89,5.00
220,18023.12,18023.12,4.91
230,18024.43,18024.43,4.74
240,17965.26,17965.26,4.65
250,17964.71,17964.71,4.91
260,18057.74,18057.74,4.74
270,17957.30,17957.30,4.82
280,17951.07,17951.07,4.82
290,17970.50,17970.50,5.00
300,17988.85,17988.85,4.82
310,18059.08,18059.08,5.99
320,17977.11,17977.11,4.91
330,17924.00,17924.00,4.74
340,18085.61,18085.61,5.09
350,18060.97,18060.97,5.09
360,17979.75,17979.75,5.09
