timestamp,tps,rows_s,lat_99
70,31833.11,31833.11,6.67
80,32286.67,32286.67,6.43
90,32309.29,32309.29,6.55
100,32130.19,32130.19,6.43
110,28058.35,28058.35,7.17
120,28198.49,28198.49,6.91
130,28351.06,28351.06,6.91
140,27735.59,27735.59,7.30
150,29308.33,29308.33,6.79
160,29295.45,29295.45,6.67
170,29948.61,29948.61,6.67
180,28154.60,28154.60,7.70
190,28291.27,28291.27,7.17
200,28486.76,28486.76,6.79
210,28439.37,28439.37,7.17
220,29122.66,29122.66,6.91
230,29409.08,29409.08,6.67
240,29298.19,29298.19,6.91
250,29061.08,29061.08,6.91
260,28936.39,28936.39,6.67
270,28546.33,28546.33,7.04
280,28381.12,28381.12,7.04
290,29067.65,29067.65,6.79
300,28545.05,28545.05,7.04
310,28850.19,28850.19,6.91
320,28594.16,28594.16,7.17
330,29443.68,29443.68,6.79
340,29222.86,29222.86,6.91
350,29821.19,29821.19,6.91
360,30440.54,30440.54,6.79
