timestamp,tps,rows_s,lat_99
70,6799.08,6799.08,38.94
80,6884.82,6884.82,37.56
90,6715.80,6715.80,41.85
100,5986.99,5986.99,54.83
110,5618.61,5618.61,55.82
120,5540.24,5540.24,53.85
130,6163.48,6163.48,82.96
140,6789.76,6789.76,39.65
150,6850.22,6850.22,38.25
160,6838.29,6838.29,38.25
170,6900.10,6900.10,38.25
180,6873.99,6873.99,38.25
190,6885.00,6885.00,37.56
200,6860.79,6860.79,38.94
210,6847.94,6847.94,38.94
220,6429.46,6429.46,43.39
230,6802.81,6802.81,38.25
240,6875.59,6875.59,38.25
250,6739.58,6739.58,38.94
260,6754.42,6754.42,40.37
270,6780.21,6780.21,38.25
280,6882.30,6882.30,38.25
290,6556.60,6556.60,41.85
300,6881.94,6881.94,37.56
310,6876.34,6876.34,38.94
320,6607.69,6607.69,41.85
330,6891.80,6891.80,36.89
340,6835.42,6835.42,38.25
350,6711.64,6711.64,40.37
360,6726.66,6726.66,37.56
370,6811.39,6811.39,38.94
380,6721.31,6721.31,40.37
390,6735.70,6735.70,38.25
400,6821.49,6821.49,38.94
410,6854.33,6854.33,38.25
420,6725.55,6725.55,37.56
430,6822.22,6822.22,38.25
440,6660.40,6660.40,38.94
450,6786.79,6786.79,37.56
460,6666.19,6666.19,41.85
470,6303.17,6303.17,44.17
480,6749.78,6749.78,36.89
490,6869.73,6869.73,38.25
500,6797.23,6797.23,38.25
510,6635.29,6635.29,38.25
520,6835.51,6835.51,38.94
530,6716.50,6716.50,39.65
540,6685.88,6685.88,38.94
550,6752.12,6752.12,38.25
560,6700.71,6700.71,38.25
570,6752.69,6752.69,37.56
580,6653.38,6653.38,38.25
590,6655.82,6655.82,37.56
600,6716.69,6716.69,38.94
610,6702.61,6702.61,38.25
620,6633.69,6633.69,38.25
630,6767.49,6767.49,38.94
640,6703.72,6703.72,37.56
650,6664.39,6664.39,38.94
660,6691.65,6691.65,38.25
