timestamp,tps,rows_s,lat_99
70,1089.61,10896.10,170.48
80,1092.20,10922.00,161.51
90,1074.29,10742.90,167.44
100,1061.00,10610.00,176.73
110,1064.30,10643.00,176.73
120,1081.40,10814.00,164.45
130,1071.30,10713.00,179.94
140,1049.40,10494.00,183.21
150,1073.90,10739.00,189.93
160,1046.91,10469.10,167.44
170,1048.99,10489.90,173.58
180,1087.30,10873.00,158.63
190,1086.59,10865.90,164.45
200,1052.61,10526.10,161.51
210,1020.39,10203.90,170.48
220,1079.11,10791.10,167.44
230,1037.60,10376.00,176.73
240,1072.00,10720.00,179.94
250,1071.80,10718.00,176.73
260,1031.70,10317.00,186.54
270,1061.70,10617.00,167.44
280,1049.90,10499.00,167.44
290,1092.60,10926.00,176.73
300,1074.40,10744.00,155.80
310,1079.30,10793.00,167.44
320,1028.80,10288.00,167.44
330,989.20,9892.00,189.93
340,1005.80,10058.00,173.58
350,1051.10,10511.00,170.48
360,1078.90,10789.00,167.44
370,1047.09,10470.90,170.48
380,1075.91,10759.10,173.58
390,1106.28,11062.80,164.45
400,1086.02,10860.20,170.48
410,1060.50,10605.00,167.44
420,1091.70,10917.00,179.94
430,1070.01,10700.10,189.93
440,1060.59,10605.90,173.58
450,1034.00,10340.00,193.38
460,1013.61,10136.10,179.94
470,1082.89,10828.90,173.58
480,1056.90,10569.00,183.21
490,1022.00,10220.00,215.44
500,979.20,9792.00,219.36
510,1020.70,10207.00,183.21
520,1055.59,10555.90,170.48
530,1057.02,10570.20,189.93
540,1089.69,10896.90,179.94
550,1012.90,10129.00,244.38
560,1023.80,10238.00,193.38
570,1052.10,10521.00,215.44
580,1047.30,10473.00,189.93
590,1060.00,10600.00,200.47
600,1073.48,10734.80,176.73
610,1060.82,10608.20,170.48
620,1017.50,10175.00,179.94
630,1041.00,10410.00,176.73
640,1038.99,10389.90,176.73
650,1126.71,11267.10,167.44
660,1014.69,10146.90,186.54
