timestamp,tps,rows_s,lat_99
70,6319.20,6319.20,37.56
80,6404.80,6404.80,38.25
90,6413.04,6413.04,37.56
100,6349.46,6349.46,38.25
110,6406.10,6406.10,37.56
120,6353.30,6353.30,37.56
130,6389.80,6389.80,37.56
140,6420.79,6420.79,37.56
150,6410.62,6410.62,37.56
160,6407.68,6407.68,37.56
170,6337.39,6337.39,37.56
180,6337.11,6337.11,38.25
190,6274.40,6274.40,38.94
200,6075.31,6075.31,43.39
210,5534.89,5534.89,59.99
220,6205.51,6205.51,38.94
230,6417.10,6417.10,36.89
240,6386.98,6386.98,37.56
250,6371.02,6371.02,38.25
260,6368.28,6368.28,37.56
270,6362.50,6362.50,37.56
280,6359.20,6359.20,37.56
290,6304.21,6304.21,38.94
300,6436.69,6436.69,36.89
310,6334.20,6334.20,37.56
320,6352.30,6352.30,37.56
330,6382.09,6382.09,37.56
340,6333.80,6333.80,37.56
350,6392.51,6392.51,36.89
360,6399.88,6399.88,36.89
370,6313.42,6313.42,38.25
380,6374.94,6374.94,37.56
390,6275.19,6275.19,37.56
400,6398.94,6398.94,38.25
410,6343.12,6343.12,37.56
420,6409.15,6409.15,37.56
430,6373.70,6373.70,37.56
440,6366.74,6366.74,38.94
450,6110.51,6110.51,43.39
460,6252.60,6252.60,37.56
470,6340.10,6340.10,38.25
480,6306.10,6306.10,38.25
490,6194.38,6194.38,38.94
500,6389.21,6389.21,37.56
510,6301.89,6301.89,37.56
520,6343.02,6343.02,36.89
530,6271.39,6271.39,37.56
540,6090.21,6090.21,38.94
550,6281.69,6281.69,38.25
560,6380.00,6380.00,36.89
570,6367.89,6367.89,37.56
580,6366.52,6366.52,37.56
590,6372.06,6372.06,37.56
600,6347.81,6347.81,37.56
610,6224.32,6224.32,38.25
620,6337.10,6337.10,37.56
630,6211.70,6211.70,38.25
640,6170.02,6170.02,38.25
650,6217.36,6217.36,37.56
660,6353.98,6353.98,37.56
