timestamp,tps,rows_s,lat_99
70,4003.19,4003.19,20.00
80,4017.69,4017.69,73.13
90,4004.41,4004.41,196.89
100,3986.39,3986.39,17.01
110,3985.31,3985.31,17.01
120,3994.30,3994.30,15.00
130,3998.40,3998.40,17.95
140,3975.70,3975.70,17.95
150,3982.70,3982.70,16.71
160,3989.90,3989.90,16.41
170,3974.80,3974.80,15.83
180,3963.29,3963.29,15.83
190,4020.01,4020.01,17.32
200,4060.49,4060.49,38.25
210,3984.43,3984.43,18.95
220,4016.67,4016.67,19.29
230,3968.99,3968.99,28.67
240,3974.21,3974.21,18.61
250,4017.90,4017.90,17.32
260,4002.60,4002.60,16.41
270,3976.91,3976.91,15.83
280,3999.88,3999.88,17.01
290,3940.31,3940.31,16.71
300,3985.41,3985.41,16.12
310,3953.29,3953.29,15.27
320,3983.41,3983.41,17.32
330,4003.21,4003.21,17.32
340,3984.10,3984.10,16.41
350,4004.30,4004.30,16.12
360,3988.70,3988.70,16.41
370,3998.40,3998.40,16.71
380,3986.10,3986.10,15.83
390,3971.60,3971.60,16.71
400,4046.30,4046.30,15.00
410,3994.01,3994.01,16.71
420,4001.09,4001.09,17.01
430,3951.71,3951.71,16.71
440,3938.09,3938.09,33.12
450,4011.40,4011.40,18.28
460,3980.31,3980.31,17.32
470,3991.19,3991.19,17.95
480,4003.50,4003.50,17.95
490,3998.31,3998.31,17.32
500,4022.50,4022.50,16.41
510,4001.20,4001.20,16.12
520,4021.50,4021.50,16.12
530,4021.80,4021.80,16.71
540,4013.10,4013.10,18.28
550,4007.29,4007.29,17.32
560,3998.41,3998.41,15.27
570,4020.50,4020.50,16.41
580,3991.50,3991.50,16.71
590,4010.30,4010.30,17.95
600,4037.20,4037.20,17.95
610,4009.79,4009.79,18.28
620,3990.73,3990.73,15.83
630,4017.07,4017.07,15.83
640,3991.70,3991.70,17.01
650,4024.20,4024.20,16.71
660,3963.62,3963.62,16.71
