timestamp,tps,rows_s,lat_99
70,1125.30,11253.00,161.51
80,1099.09,10990.90,170.48
90,1103.40,11034.00,204.11
100,1132.41,11324.10,167.44
110,1129.50,11295.00,161.51
120,1121.40,11214.00,153.02
130,1143.60,11436.00,158.63
140,1116.70,11167.00,170.48
150,1103.20,11032.00,164.45
160,1112.80,11128.00,170.48
170,1089.20,10892.00,167.44
180,1121.50,11215.00,158.63
190,1124.10,11241.00,167.44
200,1092.40,10924.00,173.58
210,1102.10,11021.00,183.21
220,1093.60,10936.00,170.48
230,1126.90,11269.00,167.44
240,1124.70,11247.00,158.63
250,1098.00,10980.00,155.80
260,1124.09,11240.90,170.48
270,1071.01,10710.10,170.48
280,1121.09,11210.90,170.48
290,1105.00,11050.00,170.48
300,1087.51,10875.10,161.51
310,1111.20,11112.00,170.48
320,1106.79,11067.90,161.51
330,1088.29,10882.90,196.89
340,1083.71,10837.10,161.51
350,1088.40,10884.00,161.51
360,1102.10,11021.00,164.45
370,1080.89,10808.90,161.51
380,1138.91,11389.10,155.80
390,1103.97,11039.70,167.44
400,1098.23,10982.30,179.94
410,1117.80,11178.00,158.63
420,1101.10,11011.00,170.48
430,1079.60,10796.00,173.58
440,1094.60,10946.00,176.73
450,1104.50,11045.00,173.58
460,1080.89,10808.90,186.54
470,1118.01,11180.10,183.21
480,1088.40,10884.00,189.93
490,1064.60,10646.00,193.38
500,1074.18,10741.80,189.93
510,1077.52,10775.20,215.44
520,1066.70,10667.00,204.11
530,1083.20,10832.00,173.58
540,1048.00,10480.00,207.82
550,1068.10,10681.00,173.58
560,1061.20,10612.00,183.21
570,1087.90,10879.00,193.38
580,1085.81,10858.10,167.44
590,1071.89,10718.90,170.48
600,1038.80,10388.00,183.21
610,1113.39,11133.90,167.44
620,1100.41,11004.10,179.94
630,1108.00,11080.00,176.73
640,1104.20,11042.00,161.51
650,1078.30,10783.00,170.48
660,1031.20,10312.00,189.93
