timestamp,tps,rows_s,lat_99
70,7075.51,7075.51,38.25
80,7091.39,7091.39,38.25
90,7075.69,7075.69,37.56
100,7089.19,7089.19,38.25
110,7074.32,7074.32,38.25
120,7090.20,7090.20,37.56
130,7138.29,7138.29,37.56
140,7108.60,7108.60,37.56
150,7096.91,7096.91,38.25
160,7121.08,7121.08,37.56
170,7139.21,7139.21,38.25
180,7105.87,7105.87,38.94
190,7136.02,7136.02,37.56
200,7154.31,7154.31,37.56
210,7124.91,7124.91,37.56
220,6852.10,6852.10,43.39
230,6883.10,6883.10,38.94
240,7139.60,7139.60,36.89
250,7118.60,7118.60,38.25
260,7094.60,7094.60,36.89
270,7122.70,7122.70,36.89
280,7160.10,7160.10,36.89
290,7129.39,7129.39,37.56
300,7166.31,7166.31,38.25
310,7169.11,7169.11,36.89
320,7183.69,7183.69,36.24
330,7123.90,7123.90,37.56
340,7104.20,7104.20,36.89
350,7116.60,7116.60,36.89
360,7164.60,7164.60,36.89
370,7199.88,7199.88,36.89
380,7188.21,7188.21,37.56
390,7146.81,7146.81,37.56
400,7155.58,7155.58,36.89
410,7160.51,7160.51,36.89
420,7139.70,7139.70,36.89
430,7132.00,7132.00,36.89
440,7154.19,7154.19,36.89
450,7179.30,7179.30,37.56
460,7088.89,7088.89,37.56
470,6719.31,6719.31,43.39
480,6972.85,6972.85,38.25
490,7160.43,7160.43,36.89
500,7085.91,7085.91,36.89
510,7169.60,7169.60,36.89
520,7135.99,7135.99,37.56
530,7067.51,7067.51,37.56
540,7113.30,7113.30,37.56
550,7041.41,7041.41,38.25
560,7032.19,7032.19,36.89
570,7050.81,7050.81,36.89
580,7049.78,7049.78,35.59
590,7019.42,7019.42,36.89
600,7121.10,7121.10,36.89
610,7125.49,7125.49,36.24
620,7117.60,7117.60,36.89
630,7159.39,7159.39,36.24
640,7001.22,7001.22,36.24
650,7116.50,7116.50,36.89
660,7150.79,7150.79,36.89
