timestamp,tps,rows_s,lat_99
70,6634.77,6634.77,36.24
80,6567.65,6567.65,42.61
90,6644.89,6644.89,36.89
100,6772.80,6772.80,35.59
110,6747.65,6747.65,36.24
120,6795.56,6795.56,36.24
130,6737.60,6737.60,35.59
140,6549.58,6549.58,39.65
150,6163.02,6163.02,44.17
160,6582.39,6582.39,36.89
170,6771.30,6771.30,36.24
180,6693.80,6693.80,36.24
190,6758.89,6758.89,36.24
200,6726.60,6726.60,36.24
210,6637.21,6637.21,36.89
220,6720.28,6720.28,36.89
230,6736.73,6736.73,36.24
240,6692.00,6692.00,35.59
250,6750.57,6750.57,36.89
260,6729.42,6729.42,35.59
270,6734.40,6734.40,36.24
280,6719.09,6719.09,36.24
290,6667.51,6667.51,36.89
300,6745.40,6745.40,35.59
310,6612.39,6612.39,36.24
320,6724.51,6724.51,36.24
330,6742.15,6742.15,36.24
340,6709.67,6709.67,36.24
350,6706.78,6706.78,36.24
360,6653.10,6653.10,36.24
370,6725.80,6725.80,36.24
380,6575.00,6575.00,37.56
390,6312.50,6312.50,41.85
400,6509.80,6509.80,37.56
410,6727.88,6727.88,36.24
420,6790.59,6790.59,36.24
430,6684.02,6684.02,36.24
440,6777.11,6777.11,36.24
450,6682.69,6682.69,36.24
460,6615.35,6615.35,36.24
470,6747.04,6747.04,35.59
480,6650.60,6650.60,36.24
490,6735.31,6735.31,35.59
500,6663.37,6663.37,36.24
510,6651.60,6651.60,36.89
520,6631.32,6631.32,37.56
530,6631.10,6631.10,36.24
540,6576.25,6576.25,35.59
550,6695.56,6695.56,36.24
560,6564.39,6564.39,36.89
570,6750.65,6750.65,35.59
580,6619.06,6619.06,36.24
590,6670.00,6670.00,37.56
600,6447.17,6447.17,36.89
610,6370.19,6370.19,37.56
620,6381.33,6381.33,37.56
630,6651.51,6651.51,36.24
640,6649.89,6649.89,36.24
650,6615.01,6615.01,36.89
660,6656.04,6656.04,36.24
