timestamp,tps,rows_s,lat_99
70,6698.57,6698.57,38.25
80,6885.04,6885.04,38.94
90,6880.10,6880.10,38.94
100,6916.00,6916.00,37.56
110,6924.05,6924.05,38.25
120,6839.05,6839.05,38.94
130,6916.48,6916.48,38.25
140,6899.30,6899.30,38.94
150,6883.50,6883.50,38.94
160,6514.51,6514.51,44.98
170,6529.09,6529.09,40.37
180,6892.50,6892.50,37.56
190,6865.15,6865.15,38.25
200,6850.34,6850.34,38.94
210,6892.40,6892.40,39.65
220,6859.32,6859.32,38.94
230,6875.40,6875.40,37.56
240,6855.79,6855.79,38.25
250,6829.69,6829.69,38.25
260,6745.42,6745.42,38.94
270,6867.90,6867.90,38.94
280,6811.27,6811.27,38.25
290,6834.74,6834.74,38.94
300,6806.69,6806.69,38.25
310,6826.28,6826.28,38.25
320,6812.21,6812.21,38.94
330,6776.91,6776.91,38.94
340,6835.99,6835.99,40.37
350,6743.91,6743.91,37.56
360,6836.29,6836.29,37.56
370,6781.61,6781.61,38.94
380,6714.99,6714.99,37.56
390,6865.73,6865.73,37.56
400,6694.09,6694.09,41.10
410,6403.24,6403.24,43.39
420,6780.93,6780.93,38.94
430,6772.51,6772.51,37.56
440,6794.31,6794.31,36.89
450,6748.69,6748.69,38.25
460,6772.31,6772.31,37.56
470,6680.47,6680.47,37.56
480,6749.11,6749.11,38.25
490,6836.21,6836.21,37.56
500,6759.20,6759.20,38.94
510,6728.89,6728.89,36.89
520,6707.91,6707.91,38.25
530,6735.91,6735.91,37.56
540,6625.01,6625.01,39.65
550,6664.59,6664.59,38.94
560,6733.99,6733.99,37.56
570,6712.04,6712.04,38.25
580,6819.07,6819.07,38.25
590,6625.63,6625.63,38.25
600,6700.47,6700.47,37.56
610,6684.47,6684.47,38.25
620,6711.52,6711.52,38.25
630,6734.22,6734.22,38.25
640,6751.88,6751.88,37.56
650,6671.88,6671.88,37.56
660,6735.02,6735.02,38.25
