timestamp,tps,rows_s,lat_99
70,18026.79,18026.79,4.74
80,17971.11,17971.11,4.65
90,18077.87,18077.87,5.00
100,18028.93,18028.93,4.49
110,18005.30,18005.30,4.74
120,17981.70,17981.70,4.82
130,17985.99,17985.99,4.74
140,17961.97,17961.97,4.65
150,18043.55,18043.55,4.82
160,18055.03,18055.03,4.74
170,17998.21,17998.21,4.74
180,18018.99,18018.99,4.91
190,17981.48,17981.48,4.74
200,17909.73,17909.73,5.00
210,17979.88,17979.88,4.65
220,18023.31,18023.31,5.00
230,18026.40,18026.40,4.65
240,18004.17,18004.17,4.57
250,18037.80,18037.80,4.49
260,18011.32,18011.32,4.57
270,18095.00,18095.00,4.57
280,17990.67,17990.67,4.57
290,18171.43,18171.43,4.49
300,17954.72,17954.72,4.82
310,17959.10,17959.10,4.82
320,18014.58,18014.58,4.91
330,17983.57,17983.57,5.28
340,18052.73,18052.73,5.00
350,18042.08,18042.08,4.82
360,17952.51,17952.51,4.65
370,18071.67,18071.67,5.00
380,18035.56,18035.56,5.00
390,18060.50,18060.50,5.09
400,18008.65,18008.65,4.74
410,17953.69,17953.69,4.82
420,18000.92,18000.92,5.09
430,18068.10,18068.10,5.00
440,18004.90,18004.90,4.82
450,18023.14,18023.14,5.57
460,17970.67,17970.67,5.09
470,17871.52,17871.52,5.09
480,17957.50,17957.50,4.82
490,18006.72,18006.72,4.91
500,17945.64,17945.64,5.00
510,17953.93,17953.93,4.74
520,17979.42,17979.42,4.82
530,17977.22,17977.22,4.82
540,17994.35,17994.35,4.82
550,18007.01,18007.01,4.82
560,17985.05,17985.05,5.09
570,18011.81,18011.81,4.74
580,17995.75,17995.75,4.82
590,18016.64,18016.64,4.91
600,18046.49,18046.49,4.91
610,17923.44,17923.44,5.28
620,17969.61,17969.61,4.74
630,17976.29,17976.29,4.65
640,17979.97,17979.97,4.74
650,17917.69,17917.69,4.74
660,18029.37,18029.37,4.65
