timestamp,tps,rows_s,lat_99
70,17930.99,17930.99,4.03
80,17935.25,17935.25,3.82
90,17982.08,17982.08,3.82
100,18079.78,18079.78,3.75
110,17952.65,17952.65,3.82
120,18041.53,18041.53,3.75
130,17972.93,17972.93,3.75
140,17998.13,17998.13,3.75
150,18011.55,18011.55,3.68
160,18084.18,18084.18,3.75
170,18009.82,18009.82,3.75
180,18003.19,18003.19,4.18
190,17934.09,17934.09,3.96
200,18028.51,18028.51,3.82
210,18083.55,18083.55,3.96
220,18011.76,18011.76,4.03
230,17956.68,17956.68,4.03
240,18008.90,18008.90,4.03
250,18024.01,18024.01,4.33
260,18009.99,18009.99,4.10
270,18010.65,18010.65,4.03
280,17930.68,17930.68,4.33
290,17980.70,17980.70,4.25
300,18034.86,18034.86,4.10
310,17959.33,17959.33,3.89
320,18026.55,18026.55,4.03
330,18030.82,18030.82,3.96
340,17954.06,17954.06,3.96
350,17994.50,17994.50,3.96
360,18019.67,18019.67,3.96
370,17943.63,17943.63,3.89
380,17967.15,17967.15,4.03
390,18070.60,18070.60,4.10
400,17983.09,17983.09,4.10
410,17983.50,17983.50,4.33
420,17977.55,17977.55,4.03
430,17978.23,17978.23,4.18
440,17989.62,17989.62,4.10
450,18108.76,18108.76,4.18
460,18076.75,18076.75,4.10
470,17977.67,17977.67,3.96
480,17970.03,17970.03,4.03
490,18059.01,18059.01,4.03
500,18012.53,18012.53,3.96
510,18028.86,18028.86,3.96
520,17930.95,17930.95,4.18
530,18031.16,18031.16,3.82
540,17945.61,17945.61,3.75
550,18020.00,18020.00,3.82
560,18022.27,18022.27,3.75
570,17971.85,17971.85,3.82
580,17994.58,17994.58,3.82
590,17950.40,17950.40,3.68
600,18014.93,18014.93,3.62
610,18006.79,18006.79,3.82
620,18040.11,18040.11,3.68
630,17979.75,17979.75,3.82
640,18077.02,18077.02,3.89
650,17993.30,17993.30,3.89
660,18004.57,18004.57,3.89
