timestamp,tps,rows_s,lat_99
70,8420.60,8420.60,22.28
80,8315.65,8315.65,22.69
90,8464.55,8464.55,22.28
100,8137.69,8137.69,24.38
110,8387.09,8387.09,22.69
120,8027.63,8027.63,24.38
130,8387.88,8387.88,22.28
140,8127.50,8127.50,23.95
150,8347.61,8347.61,23.10
160,7770.05,7770.05,25.74
170,8257.15,8257.15,23.10
180,8227.41,8227.41,23.10
190,8148.90,8148.90,24.38
200,8335.20,8335.20,22.28
210,8392.31,8392.31,22.28
220,7946.14,7946.14,24.83
230,8080.98,8080.98,23.52
240,7985.45,7985.45,23.52
250,8068.01,8068.01,23.10
260,8265.77,8265.77,23.10
270,8256.09,8256.09,22.69
280,7922.29,7922.29,24.83
290,7865.64,7865.64,24.38
300,8192.87,8192.87,23.10
310,7973.53,7973.53,24.38
320,8201.25,8201.25,23.10
330,7965.75,7965.75,23.95
340,7892.36,7892.36,24.38
350,7818.97,7818.97,25.28
360,7753.96,7753.96,25.74
370,8323.28,8323.28,23.10
380,7683.32,7683.32,25.74
390,8071.40,8071.40,23.95
400,7881.59,7881.59,25.28
410,7337.21,7337.21,27.66
420,7921.69,7921.69,26.20
430,7903.09,7903.09,24.83
440,7595.01,7595.01,26.20
450,8285.20,8285.20,23.10
460,8103.90,8103.90,24.38
470,7786.60,7786.60,25.28
480,7697.30,7697.30,25.74
490,7903.83,7903.83,25.28
500,7770.47,7770.47,26.68
510,7847.79,7847.79,25.28
520,7537.60,7537.60,27.17
530,7456.60,7456.60,26.20
540,7736.40,7736.40,26.20
550,7301.00,7301.00,28.16
560,7770.97,7770.97,25.28
570,7719.27,7719.27,25.74
580,7706.23,7706.23,25.28
590,7706.54,7706.54,27.66
600,7669.59,7669.59,26.68
610,7751.01,7751.01,25.74
620,7514.09,7514.09,25.74
630,8114.49,8114.49,23.95
640,7544.80,7544.80,26.20
650,6998.69,6998.69,29.19
660,7621.26,7621.26,26.20
