timestamp,tps,rows_s,lat_99
70,6494.20,6494.20,17.95
80,6524.20,6524.20,42.61
90,6502.80,6502.80,62.19
100,6512.60,6512.60,19.29
110,6532.01,6532.01,25.28
120,6488.00,6488.00,17.01
130,6514.68,6514.68,9.73
140,6484.50,6484.50,17.63
150,6473.46,6473.46,31.94
160,6533.46,6533.46,28.16
170,6503.20,6503.20,16.41
180,6505.69,6505.69,9.56
190,6518.29,6518.29,9.39
200,6490.51,6490.51,24.38
210,6486.30,6486.30,12.98
220,6493.67,6493.67,17.32
230,6506.43,6506.43,31.94
240,6457.65,6457.65,30.81
250,6491.85,6491.85,25.28
260,6466.10,6466.10,17.01
270,6500.50,6500.50,9.91
280,6497.88,6497.88,27.17
290,6460.11,6460.11,13.22
300,6508.72,6508.72,15.55
310,6498.29,6498.29,38.25
320,6506.89,6506.89,11.87
330,6529.20,6529.20,12.98
340,6524.20,6524.20,10.27
350,6473.29,6473.29,17.95
360,6494.01,6494.01,9.91
370,6515.00,6515.00,13.46
380,6427.60,6427.60,26.20
390,6525.10,6525.10,29.19
400,6525.31,6525.31,11.24
410,6476.38,6476.38,13.95
420,6468.72,6468.72,17.95
430,6523.89,6523.89,12.75
440,6501.99,6501.99,10.84
450,6535.01,6535.01,22.28
460,6540.30,6540.30,44.17
470,6498.90,6498.90,35.59
480,6516.70,6516.70,11.45
490,6553.59,6553.59,13.95
500,6536.41,6536.41,14.21
510,6520.30,6520.30,121.08
520,6465.89,6465.89,12.08
530,6468.81,6468.81,20.37
540,6502.89,6502.89,65.65
550,6529.91,6529.91,99.33
560,6516.16,6516.16,11.04
570,6501.02,6501.02,17.63
580,6517.81,6517.81,20.74
590,6510.31,6510.31,11.65
600,6501.69,6501.69,18.28
610,6486.11,6486.11,74.46
620,6504.99,6504.99,71.83
630,6469.28,6469.28,19.29
640,6488.92,6488.92,17.95
650,6473.91,6473.91,23.10
660,6495.79,6495.79,13.70
