timestamp,tps,rows_s,lat_99
70,7808.53,7808.53,24.83
80,8324.18,8324.18,22.28
90,7618.82,7618.82,26.20
100,8254.56,8254.56,23.10
110,7749.74,7749.74,25.28
120,8182.33,8182.33,22.69
130,7729.76,7729.76,24.38
140,7384.04,7384.04,26.68
150,7912.66,7912.66,24.38
160,7675.24,7675.24,24.83
170,7704.55,7704.55,26.20
180,7444.39,7444.39,27.17
190,7615.21,7615.21,25.74
200,6873.41,6873.41,28.16
210,7442.88,7442.88,26.20
220,7734.00,7734.00,24.38
230,6834.46,6834.46,27.66
240,7918.06,7918.06,23.95
250,7659.30,7659.30,25.28
260,7022.50,7022.50,28.16
270,7145.08,7145.08,26.20
280,7499.20,7499.20,25.74
290,7472.31,7472.31,27.66
300,7282.12,7282.12,25.74
310,7121.17,7121.17,28.67
320,7264.33,7264.33,27.17
330,7567.10,7567.10,25.28
340,7344.28,7344.28,26.20
350,7277.01,7277.01,27.66
360,7808.90,7808.90,24.83
370,7279.77,7279.77,26.68
380,8151.03,8151.03,23.95
390,7176.98,7176.98,28.16
400,7579.63,7579.63,26.68
410,7454.90,7454.90,25.74
420,7379.19,7379.19,27.66
430,7274.00,7274.00,28.16
440,7364.50,7364.50,26.68
450,8221.66,8221.66,22.69
460,7014.23,7014.23,28.67
470,7627.69,7627.69,26.20
480,7726.62,7726.62,24.83
490,7035.87,7035.87,27.66
500,7567.82,7567.82,26.20
510,7369.38,7369.38,26.68
520,8287.40,8287.40,23.10
530,8201.63,8201.63,24.38
540,7913.49,7913.49,24.38
550,7406.60,7406.60,27.66
560,8081.89,8081.89,23.10
570,7395.81,7395.81,26.68
580,7977.46,7977.46,23.95
590,7470.24,7470.24,27.17
600,7698.14,7698.14,27.66
610,7409.26,7409.26,28.16
620,7529.08,7529.08,25.74
630,7843.52,7843.52,24.38
640,7768.10,7768.10,24.38
650,7977.79,7977.79,23.95
660,7518.71,7518.71,27.17
