timestamp,tps,rows_s,lat_99
70,6520.61,6520.61,15.55
80,6522.39,6522.39,32.53
90,6492.62,6492.62,27.66
100,6476.40,6476.40,28.67
110,6496.79,6496.79,49.21
120,6524.40,6524.40,16.71
130,6471.60,6471.60,28.67
140,6494.70,6494.70,22.28
150,6542.50,6542.50,31.94
160,6506.40,6506.40,21.11
170,6508.70,6508.70,33.72
180,6508.01,6508.01,23.95
190,6492.10,6492.10,45.79
200,6517.09,6517.09,43.39
210,6512.21,6512.21,33.12
220,6514.50,6514.50,29.19
230,6530.19,6530.19,44.98
240,6521.88,6521.88,20.37
250,6536.43,6536.43,32.53
260,6524.18,6524.18,54.83
270,6504.32,6504.32,13.46
280,6543.99,6543.99,35.59
290,6508.10,6508.10,33.12
300,6512.61,6512.61,10.46
310,6484.19,6484.19,10.65
320,6520.01,6520.01,11.45
330,6460.99,6460.99,29.19
340,6497.08,6497.08,56.84
350,6559.44,6559.44,39.65
360,6475.58,6475.58,18.95
370,6475.41,6475.41,10.84
380,6520.91,6520.91,12.30
390,6480.81,6480.81,14.46
400,6477.90,6477.90,20.74
410,6521.16,6521.16,106.75
420,6469.49,6469.49,14.21
430,6538.20,6538.20,30.26
440,6544.34,6544.34,35.59
450,6492.70,6492.70,21.89
460,6487.91,6487.91,22.69
470,6479.79,6479.79,43.39
480,6519.50,6519.50,50.11
490,6514.49,6514.49,17.63
500,6504.10,6504.10,12.98
510,6473.28,6473.28,17.95
520,6481.54,6481.54,16.12
530,6508.10,6508.10,86.00
540,6522.49,6522.49,19.65
550,6492.20,6492.20,39.65
560,6496.51,6496.51,64.47
570,6495.39,6495.39,25.74
580,6477.30,6477.30,21.89
590,6492.30,6492.30,11.04
600,6562.60,6562.60,21.11
610,6471.81,6471.81,58.92
620,6438.29,6438.29,92.42
630,6565.31,6565.31,77.19
640,6460.90,6460.90,31.94
650,6496.09,6496.09,66.84
660,6517.39,6517.39,92.42
