timestamp,tps,rows_s,lat_99
70,1133.50,11335.00,155.80
80,1125.30,11253.00,158.63
90,1047.10,10471.00,207.82
100,1125.69,11256.90,167.44
110,1092.31,10923.10,179.94
120,1089.40,10894.00,176.73
130,1094.90,10949.00,155.80
140,1117.80,11178.00,164.45
150,1063.20,10632.00,223.34
160,1054.00,10540.00,173.58
170,1089.09,10890.90,161.51
180,1112.09,11120.90,167.44
190,1088.20,10882.00,170.48
200,1089.51,10895.10,170.48
210,1056.60,10566.00,173.58
220,1109.00,11090.00,164.45
230,1078.41,10784.10,176.73
240,1056.29,10562.90,179.94
250,1048.41,10484.10,189.93
260,1075.20,10752.00,167.44
270,1073.30,10733.00,176.73
280,1050.19,10501.90,183.21
290,1053.91,10539.10,167.44
300,1038.20,10382.00,164.45
310,1067.90,10679.00,161.51
320,1039.19,10391.90,170.48
330,1055.90,10559.00,164.45
340,1013.91,10139.10,173.58
350,996.20,9962.00,183.21
360,1049.30,10493.00,235.74
370,1089.30,10893.00,158.63
380,1079.49,10794.90,161.51
390,1053.30,10533.00,167.44
400,1098.51,10985.10,167.44
410,1119.90,11199.00,167.44
420,1100.20,11002.00,179.94
430,1067.10,10671.00,167.44
440,1069.30,10693.00,170.48
450,1098.20,10982.00,170.48
460,1062.90,10629.00,204.11
470,1043.90,10439.00,193.38
480,1044.50,10445.00,183.21
490,1053.80,10538.00,186.54
500,1056.10,10561.00,179.94
510,1083.70,10837.00,189.93
520,1077.50,10775.00,176.73
530,1064.80,10648.00,176.73
540,1040.29,10402.90,179.94
550,1077.81,10778.10,183.21
560,1038.00,10380.00,183.21
570,1074.10,10741.00,167.44
580,1044.80,10448.00,183.21
590,1050.28,10502.80,176.73
600,1044.42,10444.20,179.94
610,1083.80,10838.00,170.48
620,1056.30,10563.00,186.54
630,1060.80,10608.00,183.21
640,1081.80,10818.00,179.94
650,1025.09,10250.90,189.93
660,1065.22,10652.20,176.73
