timestamp,tps,rows_s,lat_99
70,17974.77,17974.77,6.67
80,18010.19,18010.19,6.21
90,17931.95,17931.95,6.55
100,18057.14,18057.14,6.55
110,17915.12,17915.12,7.04
120,18006.58,18006.58,6.55
130,17985.34,17985.34,6.79
140,17992.47,17992.47,7.43
150,17987.48,17987.48,6.55
160,18087.12,18087.12,6.79
170,17957.93,17957.93,6.67
180,18067.72,18067.72,6.55
190,17947.15,17947.15,6.67
200,17977.25,17977.25,8.43
210,17964.90,17964.90,6.67
220,18021.66,18021.66,8.13
230,17994.38,17994.38,6.43
240,18066.23,18066.23,6.79
250,17993.45,17993.45,6.79
260,17987.53,17987.53,7.30
270,17934.87,17934.87,7.43
280,18036.61,18036.61,6.67
290,17937.23,17937.23,6.32
300,18013.85,18013.85,6.79
310,18034.61,18034.61,6.91
320,18012.75,18012.75,6.91
330,17981.04,17981.04,7.84
340,17979.20,17979.20,6.55
350,18126.78,18126.78,6.67
360,17968.50,17968.50,8.90
370,17896.70,17896.70,6.79
380,17906.16,17906.16,7.56
390,17969.49,17969.49,7.17
400,17969.57,17969.57,6.79
410,18023.86,18023.86,8.90
420,18029.24,18029.24,7.04
430,17909.85,17909.85,6.55
440,18001.87,18001.87,6.79
450,17964.75,17964.75,7.30
460,17981.22,17981.22,6.67
470,18002.69,18002.69,7.84
480,17920.15,17920.15,6.67
490,18070.97,18070.97,6.91
500,18034.98,18034.98,7.04
510,17971.06,17971.06,7.17
520,17985.77,17985.77,23.10
530,17979.56,17979.56,7.17
540,17974.26,17974.26,6.79
550,17982.51,17982.51,7.43
560,17945.50,17945.50,7.04
570,18020.25,18020.25,6.67
580,17945.40,17945.40,8.43
590,18035.13,18035.13,7.84
600,17995.36,17995.36,7.30
610,18007.59,18007.59,7.43
620,18042.28,18042.28,7.04
630,18007.30,18007.30,6.79
640,18076.83,18076.83,7.30
650,17961.48,17961.48,6.91
660,17927.74,17927.74,6.79
