timestamp,tps,rows_s,lat_99
70,18060.24,18060.24,5.57
80,18029.21,18029.21,5.28
90,18058.46,18058.46,5.18
100,18011.51,18011.51,5.28
110,17981.68,17981.68,5.28
120,17922.32,17922.32,5.18
130,18038.17,18038.17,5.47
140,18047.60,18047.60,5.57
150,17913.07,17913.07,5.18
160,18028.45,18028.45,5.18
170,17993.01,17993.01,5.37
180,18053.12,18053.12,5.57
190,18016.93,18016.93,5.37
200,17916.64,17916.64,5.37
210,17949.26,17949.26,5.67
220,18035.71,18035.71,5.57
230,17998.42,17998.42,5.37
240,18009.30,18009.30,5.37
250,18098.18,18098.18,5.47
260,17975.19,17975.19,5.37
270,17941.52,17941.52,5.28
280,18063.11,18063.11,1479.41
290,18008.17,18008.17,5.57
300,18053.22,18053.22,5.57
310,18049.33,18049.33,7.43
320,17978.41,17978.41,5.37
330,17990.65,17990.65,6.67
340,17964.32,17964.32,5.28
350,17938.36,17938.36,5.18
360,17937.60,17937.60,5.09
370,17979.86,17979.86,5.18
380,17959.49,17959.49,5.57
390,18036.99,18036.99,5.28
400,17954.57,17954.57,5.18
410,17885.88,17885.88,5.77
420,18061.92,18061.92,5.67
430,18018.19,18018.19,5.09
440,18001.81,18001.81,6.21
450,17952.19,17952.19,5.99
460,17950.94,17950.94,6.09
470,18003.90,18003.90,6.21
480,18073.07,18073.07,5.99
490,17885.41,17885.41,6.21
500,17978.05,17978.05,6.91
510,17975.65,17975.65,6.79
520,18062.42,18062.42,5.67
530,18043.11,18043.11,5.47
540,18032.42,18032.42,5.37
550,18015.09,18015.09,5.67
560,17996.38,17996.38,5.28
570,17942.46,17942.46,5.47
580,18006.37,18006.37,5.88
590,17966.74,17966.74,5.57
600,17980.21,17980.21,5.67
610,18107.35,18107.35,5.99
620,17967.17,17967.17,5.18
630,18009.38,18009.38,5.67
640,17998.99,17998.99,5.37
650,18026.06,18026.06,5.28
660,17994.50,17994.50,6.67
