timestamp,tps,rows_s,lat_99
70,18027.94,18027.94,4.57
80,17993.43,17993.43,4.57
90,17960.50,17960.50,4.65
100,18015.83,18015.83,4.41
110,17980.68,17980.68,4.41
120,18014.61,18014.61,4.57
130,17932.81,17932.81,4.65
140,17951.90,17951.90,4.49
150,17988.16,17988.16,4.41
160,18038.31,18038.31,4.57
170,17981.41,17981.41,4.65
180,17984.41,17984.41,4.74
190,17985.52,17985.52,4.57
200,17964.39,17964.39,4.49
210,18021.52,18021.52,4.49
220,18007.68,18007.68,4.49
230,17989.48,17989.48,4.49
240,18047.73,18047.73,4.74
250,17937.40,17937.40,4.74
260,17912.90,17912.90,4.57
270,18006.84,18006.84,4.41
280,18011.16,18011.16,4.57
290,18042.40,18042.40,4.57
300,18018.70,18018.70,4.49
310,18002.80,18002.80,4.49
320,18008.62,18008.62,4.41
330,18018.67,18018.67,4.49
340,18038.38,18038.38,4.41
350,18055.61,18055.61,4.49
360,18029.00,18029.00,4.57
370,17976.11,17976.11,4.33
380,18061.50,18061.50,4.33
390,18019.16,18019.16,4.33
400,17996.51,17996.51,4.41
410,18011.81,18011.81,4.41
420,18058.08,18058.08,4.33
430,17978.57,17978.57,4.49
440,17924.55,17924.55,4.41
450,18042.93,18042.93,4.33
460,17967.74,17967.74,4.33
470,17949.39,17949.39,4.33
480,18024.65,18024.65,4.41
490,18028.97,18028.97,58.92
500,18088.45,18088.45,4.49
510,17905.39,17905.39,4.33
520,17997.89,17997.89,4.49
530,18005.43,18005.43,4.65
540,17956.07,17956.07,4.41
550,17960.02,17960.02,4.41
560,17981.11,17981.11,4.57
570,17988.82,17988.82,4.49
580,17956.90,17956.90,4.49
590,18043.99,18043.99,4.49
600,17992.63,17992.63,4.33
610,18125.85,18125.85,4.33
620,18023.06,18023.06,4.49
630,18078.27,18078.27,4.49
640,17981.68,17981.68,4.33
650,18028.57,18028.57,4.41
660,17987.99,17987.99,4.41
