timestamp,tps,rows_s,lat_99
70,18057.24,18057.24,4.57
80,17995.89,17995.89,4.49
90,17982.49,17982.49,4.49
100,17985.29,17985.29,4.49
110,18024.17,18024.17,4.49
120,18039.15,18039.15,4.41
130,17988.16,17988.16,5.18
140,18036.51,18036.51,4.49
150,18018.07,18018.07,4.41
160,17991.45,17991.45,4.57
170,18004.58,18004.58,4.57
180,18079.09,18079.09,4.57
190,18042.90,18042.90,4.65
200,17986.04,17986.04,4.49
210,17986.32,17986.32,4.57
220,18038.76,18038.76,4.49
230,18006.98,18006.98,4.57
240,18036.73,18036.73,4.49
250,18014.20,18014.20,4.57
260,17971.11,17971.11,4.41
270,18062.60,18062.60,4.65
280,17899.65,17899.65,4.41
290,18021.62,18021.62,4.33
300,17962.92,17962.92,4.49
310,17992.01,17992.01,4.33
320,17991.59,17991.59,4.49
330,17949.90,17949.90,4.57
340,18030.09,18030.09,4.49
350,18000.27,18000.27,4.49
360,18033.61,18033.61,4.57
370,18042.83,18042.83,4.33
380,18020.17,18020.17,4.41
390,18044.88,18044.88,4.33
400,17955.08,17955.08,4.33
410,17984.54,17984.54,4.41
420,17998.11,17998.11,4.25
430,17937.65,17937.65,4.33
440,18049.83,18049.83,4.33
450,17962.55,17962.55,4.25
460,18004.85,18004.85,4.25
470,18044.01,18044.01,4.74
480,17994.36,17994.36,4.33
490,18002.06,18002.06,4.49
500,17971.43,17971.43,4.25
510,18021.49,18021.49,4.33
520,18070.37,18070.37,4.41
530,17926.23,17926.23,4.41
540,18010.50,18010.50,4.33
550,17975.89,17975.89,4.49
560,18014.10,18014.10,4.25
570,18004.46,18004.46,4.33
580,17979.48,17979.48,4.49
590,18078.05,18078.05,4.25
600,18009.52,18009.52,4.41
610,17944.69,17944.69,4.33
620,18027.13,18027.13,4.41
630,18014.40,18014.40,4.33
640,17998.91,17998.91,4.49
650,18033.09,18033.09,4.33
660,18018.94,18018.94,4.41
