timestamp,tps,rows_s,lat_99
70,18089.14,18089.14,5.28
80,17944.74,17944.74,5.18
90,17956.01,17956.01,5.28
100,18033.94,18033.94,5.09
110,18041.95,18041.95,5.37
120,17950.52,17950.52,5.18
130,18008.42,18008.42,5.18
140,18052.93,18052.93,5.18
150,18025.87,18025.87,5.37
160,17938.41,17938.41,5.28
170,17914.28,17914.28,5.09
180,17953.36,17953.36,5.57
190,18030.07,18030.07,5.37
200,18110.38,18110.38,5.28
210,17969.44,17969.44,5.28
220,17986.76,17986.76,5.47
230,17976.53,17976.53,5.09
240,18010.39,18010.39,5.37
250,18086.58,18086.58,5.18
260,18002.56,18002.56,5.28
270,17987.11,17987.11,5.18
280,18100.84,18100.84,5.09
290,17970.92,17970.92,5.28
300,17999.34,17999.34,5.28
310,18014.46,18014.46,5.37
320,17950.79,17950.79,5.09
330,17997.89,17997.89,5.57
340,17991.86,17991.86,5.99
350,17999.13,17999.13,5.09
360,18022.97,18022.97,5.28
370,17987.82,17987.82,5.28
380,17995.27,17995.27,5.37
390,18020.54,18020.54,5.18
400,18009.49,18009.49,5.18
410,18009.73,18009.73,5.18
420,17981.80,17981.80,5.18
430,17961.35,17961.35,5.18
440,18003.71,18003.71,5.09
450,17959.52,17959.52,5.28
460,17944.95,17944.95,5.18
470,18013.76,18013.76,5.18
480,17975.25,17975.25,5.28
490,18005.24,18005.24,5.18
500,18004.60,18004.60,5.09
510,17977.22,17977.22,5.18
520,17969.70,17969.70,5.37
530,18010.68,18010.68,5.09
540,18000.10,18000.10,5.47
550,18057.09,18057.09,5.18
560,18003.54,18003.54,5.28
570,17905.17,17905.17,5.09
580,18005.55,18005.55,5.09
590,17964.00,17964.00,5.37
600,18034.34,18034.34,5.37
610,18008.26,18008.26,5.28
620,17960.59,17960.59,5.09
630,17984.16,17984.16,5.18
640,17985.38,17985.38,5.18
650,18033.21,18033.21,5.37
660,18025.30,18025.30,5.28
